,0,1,2,3
202006030406,三連複,7 - 12 - 14,67240,119
202006030406,三連単,7 → 12 → 14,132930,304
202006030407,単勝,2,490,2
202006030407,複勝,2br9br8,160br300br120,2br5br1
202006030407,枠連,1 - 5,2400,10
202006030407,馬連,2 - 9,3070,11
202006030407,ワイド,2 - 9br2 - 8br8 - 9,880br290br570,9br1br4
202006030407,馬単,2 → 9,5190,17
202006030407,三連複,2 - 8 - 9,2520,4
202006030407,三連単,2 → 9 → 8,18580,39
202006030408,単勝,9,3130,8
202006030408,複勝,9br11br4,850br160br230,9br2br5
202006030408,枠連,7 - 8,900,3
202006030408,馬連,9 - 11,6050,20
202006030408,ワイド,9 - 11br4 - 9br4 - 11,"1,680br3,180br670",19br32br8
202006030408,馬単,9 → 11,15400,49
202006030408,三連複,4 - 9 - 11,13220,42
202006030408,三連単,9 → 11 → 4,118700,363
202006030409,単勝,5,240,1
202006030409,複勝,5br2br8,120br250br310,1br4br7
202006030409,枠連,2 - 5,1050,5
202006030409,馬連,2 - 5,1190,3
202006030409,ワイド,2 - 5br5 - 8br2 - 8,"480br560br2,030",4br6br25
202006030409,馬単,5 → 2,1780,4
202006030409,三連複,2 - 5 - 8,4170,14
202006030409,三連単,5 → 2 → 8,14200,32
202006030410,単勝,12,500,2
202006030410,複勝,12br2br11,"180br130br1,820",3br1br12
202006030410,枠連,2 - 8,550,2
202006030410,馬連,2 - 12,500,1
202006030410,ワイド,2 - 12br11 - 12br2 - 11,"280br6,500br3,320",1br46br33
202006030410,馬単,12 → 2,1280,3
202006030410,三連複,2 - 11 - 12,15200,44
202006030410,三連単,12 → 2 → 11,57330,181
202006030411,単勝,7,730,4
202006030411,複勝,7br10br2,240br280br170,4br5br1
202006030411,枠連,4 - 5,3770,18
202006030411,馬連,7 - 10,4690,20
202006030411,ワイド,7 - 10br2 - 7br2 - 10,"1,230br690br1,230",13br4br12
202006030411,馬単,7 → 10,9410,41
202006030411,三連複,2 - 7 - 10,8410,25
202006030411,三連単,7 → 10 → 2,51890,159
202006030412,単勝,10,5320,13
202006030412,複勝,10br14br3,"1,290br2,010br1,090",13br15br11
202006030412,枠連,5 - 7,8840,28
202006030412,馬連,10 - 14,87150,112
202006030412,ワイド,10 - 14br3 - 10br3 - 14,"20,570br15,800br24,760",112br103br115
202006030412,馬単,10 → 14,204970,226
202006030412,三連複,3 - 10 - 14,718060,541
202006030412,三連単,10 → 14 → 3,6137610,3280
202006030501,単勝,5,160,1
202006030501,複勝,5br14br12,110br140br110,1br3br2
202006030501,枠連,3 - 7,690,2
202006030501,馬連,5 - 14,660,2
202006030501,ワイド,5 - 14br5 - 12br12 - 14,210br130br280,2br1br3
202006030501,馬単,5 → 14,890,3
202006030501,三連複,5 - 12 - 14,400,1
202006030501,三連単,5 → 14 → 12,1870,3
202006030502,単勝,13,140,1
202006030502,複勝,13br4br8,110br330br130,1br6br2
202006030502,枠連,4 - 8,480,2
202006030502,馬連,4 - 13,2140,6
202006030502,ワイド,4 - 13br8 - 13br4 - 8,680br150br960,8br1br13
202006030502,馬単,13 → 4,3120,9
202006030502,三連複,4 - 8 - 13,1700,4
202006030502,三連単,13 → 4 → 8,8520,26
202006030503,単勝,13,120,1
202006030503,複勝,13br11br7,110br340br230,1br6br4
202006030503,枠連,6 - 7,290,1
202006030503,馬連,11 - 13,1190,5
202006030503,ワイド,11 - 13br7 - 13br7 - 11,"520br320br2,340",5br3br22
202006030503,馬単,13 → 11,1340,5
202006030503,三連複,7 - 11 - 13,2250,7
202006030503,三連単,13 → 11 → 7,7240,23
202006030504,単勝,13,1590,6
202006030504,複勝,13br10br3,300br160br150,6br3br2
202006030504,枠連,7 - 8,1220,5
202006030504,馬連,10 - 13,3160,12
202006030504,ワイド,10 - 13br3 - 13br3 - 10,830br640br290,12br10br3
202006030504,馬単,13 → 10,7760,25
202006030504,三連複,3 - 10 - 13,2800,11
202006030504,三連単,13 → 10 → 3,30460,93
202006030505,単勝,5,210,1
202006030505,複勝,5br6br16,130br200br170,1br5br3
202006030505,枠連,3 - 3,1140,3
202006030505,馬連,5 - 6,1050,4
202006030505,ワイド,5 - 6br5 - 16br6 - 16,370br320br710,4br2br7
202006030505,馬単,5 → 6,1420,4
202006030505,三連複,5 - 6 - 16,1820,6
202006030505,三連単,5 → 6 → 16,6670,11
202006030506,単勝,1,220,2
202006030506,複勝,1br12br3,110br110br760,2br1br11
202006030506,枠連,1 - 8,190,1
202006030506,馬連,1 - 12,200,1
202006030506,ワイド,1 - 12br1 - 3br3 - 12,"140br1,200br1,730",1br16br19
202006030506,馬単,1 → 12,400,2
202006030506,三連複,1 - 3 - 12,3240,8
202006030506,三連単,1 → 12 → 3,8130,25
202006030507,単勝,2,560,3
202006030507,複勝,2br4br1,200br280br680,2br4br11
202006030507,枠連,1 - 2,560,1
202006030507,馬連,2 - 4,2150,6
202006030507,ワイド,2 - 4br1 - 2br1 - 4,"860br1,730br1,840",6br20br22
202006030507,馬単,2 → 4,3730,8
202006030507,三連複,1 - 2 - 4,10740,32
202006030507,三連単,2 → 4 → 1,45120,116
202006030508,単勝,7,270,1
202006030508,複勝,7br11br1,150br370br220,1br7br3
202006030508,枠連,5 - 7,1330,6
202006030508,馬連,7 - 11,2130,9
202006030508,ワイド,7 - 11br1 - 7br1 - 11,"860br470br1,830",11br2br23
202006030508,馬単,7 → 11,3390,10
202006030508,三連複,1 - 7 - 11,4980,16
202006030508,三連単,7 → 11 → 1,21220,55
202006030509,単勝,2,430,2
202006030509,複勝,2br13br11,150br290br260,2br5br3
202006030509,枠連,2 - 8,1400,5
202006030509,馬連,2 - 13,2410,8
202006030509,ワイド,2 - 13br2 - 11br11 - 13,"930br660br1,670",9br5br19
202006030509,馬単,2 → 13,4030,14
202006030509,三連複,2 - 11 - 13,6890,20
202006030509,三連単,2 → 13 → 11,31780,93
202006030510,単勝,3,170,1
202006030510,複勝,3br4br7,130br650br250,1br10br4
202006030510,枠連,2 - 2,3170,11
202006030510,馬連,3 - 4,3010,10
202006030510,ワイド,3 - 4br3 - 7br4 - 7,"1,010br450br3,630",11br3br37
202006030510,馬単,3 → 4,3460,11
202006030510,三連複,3 - 4 - 7,7370,23
202006030510,三連単,3 → 4 → 7,26760,72
202006030511,単勝,11,460,2
202006030511,複勝,11br14br16,200br230br340,2br4br7
202006030511,枠連,6 - 7,1300,4
202006030511,馬連,11 - 14,1770,4
202006030511,ワイド,11 - 14br11 - 16br14 - 16,"670br1,290br1,350",4br18br20
202006030511,馬単,11 → 14,2910,6
202006030511,三連複,11 - 14 - 16,8880,35
202006030511,三連単,11 → 14 → 16,34500,96
202006030512,単勝,1,3590,9
202006030512,複勝,1br9br5,630br480br140,9br8br1
202006030512,枠連,1 - 5,10170,21
202006030512,馬連,1 - 9,27230,54
202006030512,ワイド,1 - 9br1 - 5br5 - 9,"6,130br1,420br970",54br16br9
202006030512,馬単,1 → 9,60410,113
202006030512,三連複,1 - 5 - 9,17320,56
202006030512,三連単,1 → 9 → 5,189150,504
202006030601,単勝,4,1200,5
202006030601,複勝,4br10br3,200br100br160,5br1br3
202006030601,枠連,3 - 6,270,1
202006030601,馬連,4 - 10,560,4
202006030601,ワイド,4 - 10br3 - 4br3 - 10,240br570br210,4br7br3
202006030601,馬単,4 → 10,2360,8
202006030601,三連複,3 - 4 - 10,900,5
202006030601,三連単,4 → 10 → 3,9860,25
202006030602,単勝,10,390,3
202006030602,複勝,10br2br14,150br140br270,3br1br6
202006030602,枠連,1 - 5,380,2
202006030602,馬連,2 - 10,630,2
202006030602,ワイド,2 - 10br10 - 14br2 - 14,320br480br610,2br5br8
202006030602,馬単,10 → 2,1390,4
202006030602,三連複,2 - 10 - 14,1620,3
202006030602,三連単,10 → 2 → 14,7160,16
202006030603,単勝,12,140,1
202006030603,複勝,12br7br4,110br180br200,1br3br4
202006030603,枠連,4 - 6,370,2
202006030603,馬連,7 - 12,420,2
202006030603,ワイド,7 - 12br4 - 12br4 - 7,250br320br690,2br3br9
202006030603,馬単,12 → 7,520,2
202006030603,三連複,4 - 7 - 12,1210,4
202006030603,三連単,12 → 7 → 4,2490,4
202006030604,単勝,11,280,1
202006030604,複勝,11br13br5,"150br260br1,150",2br4br10
202006030604,枠連,6 - 7,1060,4
202006030604,馬連,11 - 13,1030,4
202006030604,ワイド,11 - 13br5 - 11br5 - 13,"500br2,810br6,310",4br26br43
202006030604,馬単,11 → 13,1930,7
202006030604,三連複,5 - 11 - 13,20820,49
202006030604,三連単,11 → 13 → 5,74590,200
202006030605,単勝,3,880,3
202006030605,複勝,3br1br15,"240br1,000br150",4br11br1
202006030605,枠連,1 - 2,5350,18
202006030605,馬連,1 - 3,23670,45
202006030605,ワイド,1 - 3br3 - 15br1 - 15,"4,630br590br4,070",43br4br39
202006030605,馬単,3 → 1,43790,86
202006030605,三連複,1 - 3 - 15,25960,73
202006030605,三連単,3 → 1 → 15,271180,583
202006030606,単勝,1,1560,6
202006030606,複勝,1br3br8,310br290br120,6br5br1
202006030606,馬連,1 - 3,5570,17
202006030606,ワイド,1 - 3br1 - 8br3 - 8,"1,540br640br580",20br9br8
202006030606,馬単,1 → 3,11180,36
202006030606,三連複,1 - 3 - 8,4860,19
202006030606,三連単,1 → 3 → 8,52570,156
202006030607,単勝,2,720,3
202006030607,複勝,2br9br13,210br180br340,3br2br7
202006030607,枠連,2 - 6,2050,9
202006030607,馬連,2 - 9,1660,6
202006030607,ワイド,2 - 9br2 - 13br9 - 13,"610br1,360br1,090",6br20br16
202006030607,馬単,2 → 9,3870,15
202006030607,三連複,2 - 9 - 13,6320,24
202006030607,三連単,2 → 9 → 13,29740,110
202006030608,単勝,12,380,2
202006030608,複勝,12br10br1,"180br2,470br190",2br15br3
202006030608,枠連,5 - 6,1750,8
202006030608,馬連,10 - 12,40180,69
202006030608,ワイド,10 - 12br1 - 12br1 - 10,"10,620br690br11,560",73br4br80
202006030608,馬単,12 → 10,55890,115
202006030608,三連複,1 - 10 - 12,69830,155
202006030608,三連単,12 → 10 → 1,457890,963
202006030609,単勝,5,470,3
202006030609,複勝,5br7br16,220br340br370,3br6br7
202006030609,枠連,3 - 4,3050,15
202006030609,馬連,5 - 7,4180,15
202006030609,ワイド,5 - 7br5 - 16br7 - 16,"1,660br1,990br1,820",19br25br24
202006030609,馬単,5 → 7,6640,20
202006030609,三連複,5 - 7 - 16,17860,62
202006030609,三連単,5 → 7 → 16,76190,229
202006030610,単勝,9,200,1
202006030610,複勝,9br5br6,110br140br160,1br2br5
202006030610,枠連,5 - 8,360,1
202006030610,馬連,5 - 9,510,1
202006030610,ワイド,5 - 9br6 - 9br5 - 6,210br280br440,1br4br6
202006030610,馬単,9 → 5,830,1
202006030610,三連複,5 - 6 - 9,860,3
202006030610,三連単,9 → 5 → 6,2990,5
202006030611,単勝,8,1780,9
202006030611,複勝,8br16br6,480br200br250,9br2br4
202006030611,枠連,4 - 8,890,2
202006030611,馬連,8 - 16,10340,36
202006030611,ワイド,8 - 16br6 - 8br6 - 16,"2,960br2,010br770",38br27br5
202006030611,馬単,8 → 16,24170,77
202006030611,三連複,6 - 8 - 16,20110,72
202006030611,三連単,8 → 16 → 6,179510,592
202006030612,単勝,12,210,1
202006030612,複勝,12br6br16,140br420br510,1br7br9
202006030612,枠連,3 - 6,1480,6
202006030612,馬連,6 - 12,2460,9
202006030612,ワイド,6 - 12br12 - 16br6 - 16,"1,020br880br6,990",10br6br68
202006030612,馬単,12 → 6,3550,11
202006030612,三連複,6 - 12 - 16,15460,51
202006030612,三連単,12 → 6 → 16,56450,177
202006030701,単勝,3,630,3
202006030701,複勝,3br4br13,190br130br200,4br1br5
202006030701,枠連,2 - 3,350,1
202006030701,馬連,3 - 4,1030,3
202006030701,ワイド,3 - 4br3 - 13br4 - 13,420br860br490,4br11br6
202006030701,馬単,3 → 4,2500,9
202006030701,三連複,3 - 4 - 13,2540,6
202006030701,三連単,3 → 4 → 13,16110,44
202006030702,単勝,6,5960,10
202006030702,複勝,6br2br16,"1,180br510br360",9br6br4
202006030702,枠連,1 - 3,17530,24
202006030702,馬連,2 - 6,33220,50
202006030702,ワイド,2 - 6br6 - 16br2 - 16,"6,390br3,730br2,420",48br33br26
202006030702,馬単,6 → 2,76950,104
202006030702,三連複,2 - 6 - 16,79310,143
202006030702,三連単,6 → 2 → 16,737550,981
202006030703,単勝,5,210,1
202006030703,複勝,5br1br6,110br230br330,1br3br5
202006030703,枠連,1 - 5,600,2
202006030703,馬連,1 - 5,750,2
202006030703,ワイド,1 - 5br5 - 6br1 - 6,"300br580br1,000",2br6br12
202006030703,馬単,5 → 1,1100,3
202006030703,三連複,1 - 5 - 6,2850,7
202006030703,三連単,5 → 1 → 6,6440,20
202006030704,単勝,5,2040,5
202006030704,複勝,5br11br9,170br110br110,4br1br2
202006030704,枠連,3 - 6,1670,6
202006030704,馬連,5 - 11,2120,7
202006030704,ワイド,5 - 11br5 - 9br9 - 11,490br440br150,7br5br1
202006030704,馬単,5 → 11,6320,17
202006030704,三連複,5 - 9 - 11,1050,3
202006030704,三連単,5 → 11 → 9,16730,44
202006030705,単勝,8,180,1
202006030705,複勝,8br4br5,110br560br200,1br8br4
202006030705,枠連,3 - 5,620,3
202006030705,馬連,4 - 8,2700,9
202006030705,ワイド,4 - 8br5 - 8br4 - 5,"630br310br1,980",7br2br22
202006030705,馬単,8 → 4,3570,12
202006030705,三連複,4 - 5 - 8,5690,17
202006030705,三連単,8 → 4 → 5,22720,65
202006030706,単勝,11,590,3
202006030706,複勝,11br6br4,250br300br460,3br4br7
202006030706,枠連,4 - 6,1260,5
202006030706,馬連,6 - 11,2900,9
202006030706,ワイド,6 - 11br4 - 11br4 - 6,"1,190br1,370br2,240",12br17br27
202006030706,馬単,11 → 6,5320,18
202006030706,三連複,4 - 6 - 11,15450,50
202006030706,三連単,11 → 6 → 4,70320,213
202006030707,単勝,1,1060,5
202006030707,複勝,1br8br6,310br240br760,5br4br8
202006030707,枠連,1 - 8,3270,12
202006030707,馬連,1 - 8,3810,13
202006030707,ワイド,1 - 8br1 - 6br6 - 8,"1,240br3,860br2,180",13br30br22
202006030707,馬単,1 → 8,7110,27
202006030707,三連複,1 - 6 - 8,31470,62
202006030707,三連単,1 → 8 → 6,187500,329
202006030708,単勝,4,540,2
202006030708,複勝,4br9br8,210br310br190,4br8br3
202006030708,枠連,4 - 7,2420,17
202006030708,馬連,4 - 9,3120,18
202006030708,ワイド,4 - 9br4 - 8br8 - 9,"1,100br580br1,230",20br2br21
202006030708,馬単,4 → 9,5780,34
202006030708,三連複,4 - 8 - 9,5630,25
202006030708,三連単,4 → 9 → 8,31980,133
202006030709,単勝,9,190,1
202006030709,複勝,9br5br8,120br760br380,1br8br6
202006030709,枠連,5 - 8,4390,13
202006030709,馬連,5 - 9,6400,18
202006030709,ワイド,5 - 9br8 - 9br5 - 8,"1,840br920br3,500",20br11br27
202006030709,馬単,9 → 5,8060,24
202006030709,三連複,5 - 8 - 9,18110,40
202006030709,三連単,9 → 5 → 8,75790,178
202006030710,単勝,9,210,1
202006030710,複勝,9br7br6,130br260br410,1br5br7
202006030710,枠連,7 - 8,690,4
202006030710,馬連,7 - 9,960,3
202006030710,ワイド,7 - 9br6 - 9br6 - 7,"430br770br1,720",4br11br22
202006030710,馬単,9 → 7,1380,4
202006030710,三連複,6 - 7 - 9,4010,16
202006030710,三連単,9 → 7 → 6,11760,40
202006030711,単勝,6,110,1
202006030711,複勝,6br11br5,110br160br190,1br3br4
202006030711,枠連,6 - 8,450,2
202006030711,馬連,6 - 11,460,2
202006030711,ワイド,6 - 11br5 - 6br5 - 11,220br270br710,2br3br9
202006030711,馬単,6 → 11,510,2
202006030711,三連複,5 - 6 - 11,1470,4
202006030711,三連単,6 → 11 → 5,2710,7
202006030712,単勝,3,530,3
202006030712,複勝,3br15br7,220br840br580,3br12br8
202006030712,枠連,2 - 8,1890,8
202006030712,馬連,3 - 15,9530,29
202006030712,ワイド,3 - 15br3 - 7br7 - 15,"2,810br1,740br7,950",30br13br74
202006030712,馬単,3 → 15,14880,43
202006030712,三連複,3 - 7 - 15,59450,160
202006030712,三連単,3 → 15 → 7,305350,800
202006030801,単勝,7,330,2
202006030801,複勝,7br1br5,160br200br310,2br3br6
202006030801,枠連,1 - 4,560,2
202006030801,馬連,1 - 7,940,3
202006030801,ワイド,1 - 7br5 - 7br1 - 5,"450br560br1,150",3br6br14
202006030801,馬単,7 → 1,1730,3
202006030801,三連複,1 - 5 - 7,3640,10
202006030801,三連単,7 → 1 → 5,14160,38
202006030802,単勝,8,120,1
202006030802,複勝,8br11br10,100br120br170,1br2br5
202006030802,枠連,6 - 7,200,1
202006030802,馬連,8 - 11,280,1
202006030802,ワイド,8 - 11br8 - 10br10 - 11,140br230br540,1br4br7
202006030802,馬単,8 → 11,290,1
202006030802,三連複,8 - 10 - 11,650,3
202006030802,三連単,8 → 11 → 10,1240,3
202006030803,単勝,15,560,3
202006030803,複勝,15br9br12,170br140br250,3br2br5
202006030803,枠連,5 - 8,750,3
202006030803,馬連,9 - 15,880,3
202006030803,ワイド,9 - 15br12 - 15br9 - 12,380br730br610,3br10br7
202006030803,馬単,15 → 9,1900,7
202006030803,三連複,9 - 12 - 15,2520,8
202006030803,三連単,15 → 9 → 12,12860,40
202006030804,単勝,5,210,1
202006030804,複勝,5br13br10,130br130br610,2br1br11
202006030804,枠連,4 - 8,360,1
202006030804,馬連,5 - 13,350,1
202006030804,ワイド,5 - 13br5 - 10br10 - 13,"200br1,760br1,420",1br22br20
202006030804,馬単,5 → 13,620,1
202006030804,三連複,5 - 10 - 13,3570,9
202006030804,三連単,5 → 13 → 10,10450,24
202006030805,単勝,2,220,1
202006030805,複勝,2br1br11,130br130br410,2br1br9
202006030805,枠連,1 - 2,410,1
202006030805,馬連,1 - 2,400,1
202006030805,ワイド,1 - 2br2 - 11br1 - 11,"210br1,230br860",1br17br11
202006030805,馬単,2 → 1,600,1
202006030805,三連複,1 - 2 - 11,2590,8
202006030805,三連単,2 → 1 → 11,7280,13
202006030806,単勝,9,150,1
202006030806,複勝,9br4br5,110br120br180,1br2br4
202006030806,枠連,4 - 7,250,1
202006030806,馬連,4 - 9,260,1
202006030806,ワイド,4 - 9br5 - 9br4 - 5,150br360br520,1br4br7
202006030806,馬単,9 → 4,340,1
202006030806,三連複,4 - 5 - 9,850,2
202006030806,三連単,9 → 4 → 5,1930,2
202006030807,単勝,11,160,1
202006030807,複勝,11br4br1,110br130br840,1br2br8
202006030807,枠連,4 - 8,320,1
202006030807,馬連,4 - 11,380,1
202006030807,ワイド,4 - 11br1 - 11br1 - 4,"200br1,740br3,100",1br18br24
202006030807,馬単,11 → 4,450,1
202006030807,三連複,1 - 4 - 11,6970,21
202006030807,三連単,11 → 4 → 1,13580,46
202006030808,単勝,9,800,2
202006030808,複勝,9br7br11,480br920br620,2br6br5
202006030808,枠連,6 - 7,5440,15
202006030808,馬連,7 - 9,8170,22
202006030808,ワイド,7 - 9br9 - 11br7 - 11,"1,840br1,330br1,570",19br13br15
202006030808,馬単,9 → 7,19280,36
202006030808,三連複,7 - 9 - 11,16320,49
202006030808,三連単,9 → 7 → 11,147960,280
202006030809,単勝,2,620,2
202006030809,複勝,2br4br1,190br120br400,2br1br8
202006030809,枠連,2 - 4,680,3
202006030809,馬連,2 - 4,760,2
202006030809,ワイド,2 - 4br1 - 2br1 - 4,"360br1,950br810",2br26br8
202006030809,馬単,2 → 4,2010,7
202006030809,三連複,1 - 2 - 4,4250,13
202006030809,三連単,2 → 4 → 1,21290,68
202006030810,単勝,15,890,6
202006030810,複勝,15br3br2,310br150br210,6br1br3
202006030810,枠連,2 - 8,800,2
202006030810,馬連,3 - 15,2000,5
202006030810,ワイド,3 - 15br2 - 15br2 - 3,"780br1,590br420",6br19br1
202006030810,馬単,15 → 3,4490,12
202006030810,三連複,2 - 3 - 15,4200,9
202006030810,三連単,15 → 3 → 2,27170,62
202006030811,単勝,1,270,1
202006030811,複勝,1br7br16,140br170br690,1br3br9
202006030811,枠連,1 - 4,640,2
202006030811,馬連,1 - 7,660,2
202006030811,ワイド,1 - 7br1 - 16br7 - 16,"330br2,250br2,610",2br20br24
202006030811,馬単,1 → 7,1120,3
202006030811,三連複,1 - 7 - 16,9150,25
202006030811,三連単,1 → 7 → 16,26310,72
202006030812,単勝,4,440,3
202006030812,複勝,4br3br8,170br130br290,3br1br6
202006030812,枠連,3 - 4,550,2
202006030812,馬連,3 - 4,560,2
202006030812,ワイド,3 - 4br4 - 8br3 - 8,290br950br680,2br13br8
202006030812,馬単,4 → 3,1410,4
202006030812,三連複,3 - 4 - 8,3090,10
202006030812,三連単,4 → 3 → 8,15080,42
202006040101,単勝,4,230,1
202006040101,複勝,4br5br7,110br140br120,1br3br2
202006040101,枠連,4 - 4,690,3
202006040101,馬連,4 - 5,670,2
202006040101,ワイド,4 - 5br4 - 7br5 - 7,300br190br330,2br1br5
202006040101,馬単,4 → 5,1100,3
202006040101,三連複,4 - 5 - 7,720,1
202006040101,三連単,4 → 5 → 7,3340,5
202006040102,単勝,4,550,2
202006040102,複勝,4br5br8,230br240br860,2br4br11
202006040102,枠連,2 - 3,750,3
202006040102,馬連,4 - 5,1700,5
202006040102,ワイド,4 - 5br4 - 8br5 - 8,"790br2,630br4,500",7br26br41
202006040102,馬単,4 → 5,3240,9
202006040102,三連複,4 - 5 - 8,34220,88
202006040102,三連単,4 → 5 → 8,138290,351
202006040103,単勝,7,290,1
202006040103,複勝,7br9br11,150br170br580,1br2br10
202006040103,枠連,4 - 5,630,1
202006040103,馬連,7 - 9,750,1
202006040103,ワイド,7 - 9br7 - 11br9 - 11,"370br1,180br1,970",1br12br25
202006040103,馬単,7 → 9,1350,1
202006040103,三連複,7 - 9 - 11,5280,11
202006040103,三連単,7 → 9 → 11,16710,25
202006040104,単勝,13,420,2
202006040104,複勝,13br8br5,"180br290br3,180",2br6br16
202006040104,枠連,4 - 7,1490,6
202006040104,馬連,8 - 13,2260,9
202006040104,ワイド,8 - 13br5 - 13br5 - 8,"880br9,530br12,730",9br70br79
202006040104,馬単,13 → 8,4250,17
202006040104,三連複,5 - 8 - 13,78070,162
202006040104,三連単,13 → 8 → 5,268320,645
